context	split	fold	model	parameter	chosen_value	inner_component_scores_json	train_observations	test_observations	inner_grouping
full	union_component_leave_one_out	component-03	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.1406031996506543,""k"":1},{""inner_rmse"":1.7818292491672152,""k"":3},{""inner_rmse"":1.63560880906554,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-03	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.976346297224904,""k"":1},{""inner_rmse"":1.7696302974148879,""k"":3},{""inner_rmse"":1.702615202016925,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-03	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.6238611613500353,""k"":1},{""inner_rmse"":1.6041774506036053,""k"":3},{""inner_rmse"":1.5632048507341998,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-03	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":1.8711710357263545,""k"":1},{""inner_rmse"":1.6223255699630805,""k"":3},{""inner_rmse"":1.5933420087123287,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-03	structure_global_usalign_target_knn_S1	knn_k	3	"[{""inner_rmse"":1.7796350178628477,""k"":1},{""inner_rmse"":1.5813447024390888,""k"":3},{""inner_rmse"":1.583137984893685,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-03	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8225389001802565,""k"":1},{""inner_rmse"":1.5802566555291349,""k"":3},{""inner_rmse"":1.5198865983391925,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-03	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9906738484575888,""k"":1},{""inner_rmse"":1.6485756587979947,""k"":3},{""inner_rmse"":1.5522148561090732,""k"":5}]"	265	6	frozen_union_component
full	union_component_leave_one_out	component-04	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4733164804173182},{""alpha"":0.1,""inner_rmse"":1.472398521931274},{""alpha"":1.0,""inner_rmse"":1.4635942569598486},{""alpha"":10.0,""inner_rmse"":1.4032660522801388},{""alpha"":100.0,""inner_rmse"":1.346192930772598},{""alpha"":1000.0,""inner_rmse"":1.418786973764451}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.60508283029193},{""alpha"":0.1,""inner_rmse"":1.6050845284204402},{""alpha"":1.0,""inner_rmse"":1.6050854608158889},{""alpha"":10.0,""inner_rmse"":1.6039380414488629},{""alpha"":100.0,""inner_rmse"":1.5838202961593608},{""alpha"":1000.0,""inner_rmse"":1.4977694941862547}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.857044681189616},{""alpha"":0.1,""inner_rmse"":2.5420228179367554},{""alpha"":1.0,""inner_rmse"":2.157841703037794},{""alpha"":10.0,""inner_rmse"":1.8949719253749837},{""alpha"":100.0,""inner_rmse"":1.663657156051123},{""alpha"":1000.0,""inner_rmse"":1.4332083810777154}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":4.884084766487096},{""alpha"":0.1,""inner_rmse"":3.4654618633337},{""alpha"":1.0,""inner_rmse"":2.166769664250254},{""alpha"":10.0,""inner_rmse"":1.631556951051009},{""alpha"":100.0,""inner_rmse"":1.4108420644552362},{""alpha"":1000.0,""inner_rmse"":1.3697914790569181}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.5381411478805416},{""alpha"":0.1,""inner_rmse"":3.201502568039535},{""alpha"":1.0,""inner_rmse"":2.33570676350861},{""alpha"":10.0,""inner_rmse"":1.6636779034520817},{""alpha"":100.0,""inner_rmse"":1.4093294989549154},{""alpha"":1000.0,""inner_rmse"":1.3684989782167005}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":7.999426324188388},{""alpha"":0.1,""inner_rmse"":7.271058332925316},{""alpha"":1.0,""inner_rmse"":4.897930966116976},{""alpha"":10.0,""inner_rmse"":2.8662232509070202},{""alpha"":100.0,""inner_rmse"":1.8821389257601189},{""alpha"":1000.0,""inner_rmse"":1.6021464750559016}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5825374753959454},{""alpha"":0.1,""inner_rmse"":1.5821342078527718},{""alpha"":1.0,""inner_rmse"":1.581794554810145},{""alpha"":10.0,""inner_rmse"":1.5837218187035094},{""alpha"":100.0,""inner_rmse"":1.5796604342374365},{""alpha"":1000.0,""inner_rmse"":1.5227719241691449}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.1099333101840405},{""alpha"":0.1,""inner_rmse"":2.7521507177697297},{""alpha"":1.0,""inner_rmse"":2.3082687360596448},{""alpha"":10.0,""inner_rmse"":2.072899006197829},{""alpha"":100.0,""inner_rmse"":1.7737030587966123},{""alpha"":1000.0,""inner_rmse"":1.5058770159443144}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5163076456831217},{""alpha"":0.1,""inner_rmse"":1.5161798337230723},{""alpha"":1.0,""inner_rmse"":1.5150829303973161},{""alpha"":10.0,""inner_rmse"":1.5092733679664454},{""alpha"":100.0,""inner_rmse"":1.4883418699717499},{""alpha"":1000.0,""inner_rmse"":1.4345066750970237}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5119605520604493},{""alpha"":0.1,""inner_rmse"":1.511866969329613},{""alpha"":1.0,""inner_rmse"":1.511021289723666},{""alpha"":10.0,""inner_rmse"":1.505610469775894},{""alpha"":100.0,""inner_rmse"":1.4846227053989762},{""alpha"":1000.0,""inner_rmse"":1.4326584729502738}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.518453923643631},{""alpha"":0.1,""inner_rmse"":1.5184600500300878},{""alpha"":1.0,""inner_rmse"":1.5185020575444514},{""alpha"":10.0,""inner_rmse"":1.518163818947682},{""alpha"":100.0,""inner_rmse"":1.511734293962343},{""alpha"":1000.0,""inner_rmse"":1.4731969324622813}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5154554585725872},{""alpha"":0.1,""inner_rmse"":1.5154553980494143},{""alpha"":1.0,""inner_rmse"":1.515444405345678},{""alpha"":10.0,""inner_rmse"":1.5148679912280199},{""alpha"":100.0,""inner_rmse"":1.5081443773465286},{""alpha"":1000.0,""inner_rmse"":1.470764225723694}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5696797164226406},{""alpha"":0.1,""inner_rmse"":1.5696816932884639},{""alpha"":1.0,""inner_rmse"":1.5697576536434665},{""alpha"":10.0,""inner_rmse"":1.5711702423210656},{""alpha"":100.0,""inner_rmse"":1.5709210575548154},{""alpha"":1000.0,""inner_rmse"":1.5227656590809409}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.967006762807864},{""alpha"":0.1,""inner_rmse"":2.6647778938510798},{""alpha"":1.0,""inner_rmse"":2.236766228824571},{""alpha"":10.0,""inner_rmse"":1.903088748503894},{""alpha"":100.0,""inner_rmse"":1.6492689147331139},{""alpha"":1000.0,""inner_rmse"":1.454213318103896}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.395141099448784},{""alpha"":0.1,""inner_rmse"":2.2733453186679613},{""alpha"":1.0,""inner_rmse"":2.0201002736358666},{""alpha"":10.0,""inner_rmse"":1.8186691168090299},{""alpha"":100.0,""inner_rmse"":1.6369653150784296},{""alpha"":1000.0,""inner_rmse"":1.4543097295780045}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8114250473753395},{""alpha"":0.1,""inner_rmse"":1.675869782492915},{""alpha"":1.0,""inner_rmse"":1.5409047010356032},{""alpha"":10.0,""inner_rmse"":1.5216173696859765},{""alpha"":100.0,""inner_rmse"":1.515645490464466},{""alpha"":1000.0,""inner_rmse"":1.4763994423026263}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.796004459122811},{""alpha"":0.1,""inner_rmse"":1.666576764101927},{""alpha"":1.0,""inner_rmse"":1.5378781890787556},{""alpha"":10.0,""inner_rmse"":1.5187405463120347},{""alpha"":100.0,""inner_rmse"":1.5124028128832396},{""alpha"":1000.0,""inner_rmse"":1.4742853375319447}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.180321883465376,""k"":1},{""inner_rmse"":1.8342966917941783,""k"":3},{""inner_rmse"":1.6649465452050376,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":2.008185083213246,""k"":1},{""inner_rmse"":1.7523759692965322,""k"":3},{""inner_rmse"":1.6980925058510612,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.6838531858948946,""k"":1},{""inner_rmse"":1.59846175305479,""k"":3},{""inner_rmse"":1.5515542817786627,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.1397569024264174,""k"":1},{""inner_rmse"":1.5748097682306264,""k"":3},{""inner_rmse"":1.558785560488079,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.7854178939900693,""k"":1},{""inner_rmse"":1.569099661764852,""k"":3},{""inner_rmse"":1.5562154788252063,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.880976670323662,""k"":1},{""inner_rmse"":1.6117393435942142,""k"":3},{""inner_rmse"":1.5623083744200834,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-04	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8903838343772494,""k"":1},{""inner_rmse"":1.5946373679232937,""k"":3},{""inner_rmse"":1.523726840195986,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-05	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5602302258596341},{""alpha"":0.1,""inner_rmse"":1.558686889456085},{""alpha"":1.0,""inner_rmse"":1.5439414389860984},{""alpha"":10.0,""inner_rmse"":1.445704469215885},{""alpha"":100.0,""inner_rmse"":1.349287105484227},{""alpha"":1000.0,""inner_rmse"":1.4246222840349112}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.575867224586814},{""alpha"":0.1,""inner_rmse"":1.5758765108127817},{""alpha"":1.0,""inner_rmse"":1.5759410686379012},{""alpha"":10.0,""inner_rmse"":1.5751034022307029},{""alpha"":100.0,""inner_rmse"":1.557901277799643},{""alpha"":1000.0,""inner_rmse"":1.4901930376432548}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.6489573222494602},{""alpha"":0.1,""inner_rmse"":2.4554973592286076},{""alpha"":1.0,""inner_rmse"":2.1198447405822494},{""alpha"":10.0,""inner_rmse"":1.8462098533629896},{""alpha"":100.0,""inner_rmse"":1.623013744018616},{""alpha"":1000.0,""inner_rmse"":1.4293428194632556}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":4.617685625150783},{""alpha"":0.1,""inner_rmse"":3.2813877317168507},{""alpha"":1.0,""inner_rmse"":2.0726211840780064},{""alpha"":10.0,""inner_rmse"":1.5975210988546256},{""alpha"":100.0,""inner_rmse"":1.408380142702297},{""alpha"":1000.0,""inner_rmse"":1.3800122540441337}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.6844417032239134},{""alpha"":0.1,""inner_rmse"":3.26886839561904},{""alpha"":1.0,""inner_rmse"":2.3495164907655863},{""alpha"":10.0,""inner_rmse"":1.6485452181917803},{""alpha"":100.0,""inner_rmse"":1.4112665766791304},{""alpha"":1000.0,""inner_rmse"":1.3794728977995703}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":8.213401981908845},{""alpha"":0.1,""inner_rmse"":7.462561018838725},{""alpha"":1.0,""inner_rmse"":5.021142521161416},{""alpha"":10.0,""inner_rmse"":2.9679479027717233},{""alpha"":100.0,""inner_rmse"":1.9461864873676422},{""alpha"":1000.0,""inner_rmse"":1.6202530784229923}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5735213334180222},{""alpha"":0.1,""inner_rmse"":1.5728931510751316},{""alpha"":1.0,""inner_rmse"":1.5724005409192583},{""alpha"":10.0,""inner_rmse"":1.5751838883999707},{""alpha"":100.0,""inner_rmse"":1.5737676555500255},{""alpha"":1000.0,""inner_rmse"":1.5260853220567414}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.038200371518726},{""alpha"":0.1,""inner_rmse"":2.7359110868484287},{""alpha"":1.0,""inner_rmse"":2.4068257361937735},{""alpha"":10.0,""inner_rmse"":2.1621258988482097},{""alpha"":100.0,""inner_rmse"":1.7876412891289513},{""alpha"":1000.0,""inner_rmse"":1.5032939937651404}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.4959990267795502},{""alpha"":0.1,""inner_rmse"":1.495804480386559},{""alpha"":1.0,""inner_rmse"":1.4941191034992065},{""alpha"":10.0,""inner_rmse"":1.4857266444463948},{""alpha"":100.0,""inner_rmse"":1.4643473791216075},{""alpha"":1000.0,""inner_rmse"":1.428091100500829}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.492050871026774},{""alpha"":0.1,""inner_rmse"":1.4918912434727771},{""alpha"":1.0,""inner_rmse"":1.4904742811001503},{""alpha"":10.0,""inner_rmse"":1.4826885706718547},{""alpha"":100.0,""inner_rmse"":1.4615054970375827},{""alpha"":1000.0,""inner_rmse"":1.426774707722543}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5095696394023446},{""alpha"":0.1,""inner_rmse"":1.5095914779080644},{""alpha"":1.0,""inner_rmse"":1.5097705023042962},{""alpha"":10.0,""inner_rmse"":1.5100783005289382},{""alpha"":100.0,""inner_rmse"":1.5058124869081222},{""alpha"":1000.0,""inner_rmse"":1.47682837805087}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5069125285627853},{""alpha"":0.1,""inner_rmse"":1.506923164922181},{""alpha"":1.0,""inner_rmse"":1.5070067804370442},{""alpha"":10.0,""inner_rmse"":1.506918449368035},{""alpha"":100.0,""inner_rmse"":1.5023088609974877},{""alpha"":1000.0,""inner_rmse"":1.4745882185803822}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5597512325923049},{""alpha"":0.1,""inner_rmse"":1.5597708857577393},{""alpha"":1.0,""inner_rmse"":1.55999625060071},{""alpha"":10.0,""inner_rmse"":1.5620121240804672},{""alpha"":100.0,""inner_rmse"":1.5636654503253613},{""alpha"":1000.0,""inner_rmse"":1.5252265127772977}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.973985569234529},{""alpha"":0.1,""inner_rmse"":2.665011848666446},{""alpha"":1.0,""inner_rmse"":2.29279586567562},{""alpha"":10.0,""inner_rmse"":1.984027402345572},{""alpha"":100.0,""inner_rmse"":1.6769179857128902},{""alpha"":1000.0,""inner_rmse"":1.4548450611024708}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.299406212651462},{""alpha"":0.1,""inner_rmse"":2.1923324002427464},{""alpha"":1.0,""inner_rmse"":2.0262984183552537},{""alpha"":10.0,""inner_rmse"":1.889547992466465},{""alpha"":100.0,""inner_rmse"":1.6600707723943864},{""alpha"":1000.0,""inner_rmse"":1.452947651909831}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8213659812388188},{""alpha"":0.1,""inner_rmse"":1.6906270383773048},{""alpha"":1.0,""inner_rmse"":1.5417785284968537},{""alpha"":10.0,""inner_rmse"":1.5137415952231523},{""alpha"":100.0,""inner_rmse"":1.5086534163206806},{""alpha"":1000.0,""inner_rmse"":1.4792710666048423}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8086582758064829},{""alpha"":0.1,""inner_rmse"":1.6816181881038015},{""alpha"":1.0,""inner_rmse"":1.539049691990357},{""alpha"":10.0,""inner_rmse"":1.5116184167127156},{""alpha"":100.0,""inner_rmse"":1.5059605322799299},{""alpha"":1000.0,""inner_rmse"":1.4775561850029824}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.195637241845367,""k"":1},{""inner_rmse"":1.8400837571052902,""k"":3},{""inner_rmse"":1.6642447335444346,""k"":5}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.9696070920084763,""k"":1},{""inner_rmse"":1.7501322584844403,""k"":3},{""inner_rmse"":1.6936197207455703,""k"":5}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.7086877292351097,""k"":1},{""inner_rmse"":1.6335809954489755,""k"":3},{""inner_rmse"":1.5627719891997403,""k"":5}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.1605969063358565,""k"":1},{""inner_rmse"":1.6034117761564817,""k"":3},{""inner_rmse"":1.5684067767655647,""k"":5}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.7873876693518498,""k"":1},{""inner_rmse"":1.5722131133460624,""k"":3},{""inner_rmse"":1.5625728296181063,""k"":5}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":2.0353795352243664,""k"":1},{""inner_rmse"":1.6430147828137953,""k"":3},{""inner_rmse"":1.5544180434672266,""k"":5}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-05	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9926372846781937,""k"":1},{""inner_rmse"":1.6453699825079837,""k"":3},{""inner_rmse"":1.5409556932463235,""k"":5}]"	269	2	frozen_union_component
